question_key,pro_score,language
e265_07,0.6563859232898379,en
e069_20,0.4475743348982786,en
e027,0.43459552495697074,en
e233,0.8320281910728269,en
f121,0.6021003500583431,en
f116,0.06648522550544322,en
e236,0.6013380558835104,en
e233b,0.45676100628930816,en
e001,0.7617933723196881,en
d081,0.7767714437932871,en
e224,0.5045151158225363,en
e069_12,0.10268378063010501,en
e023,0.6640776699029126,en
e117,0.8553208449581506,en
f120,0.40358395013634596,en
e229,0.7644514353126228,en
h011,0.271484375,en
e069_01,0.514585764294049,en
c038,0.6438356164383562,en
e069_02,0.8013219284603421,en
c001,0.22803738317757008,en
d026_05,0.6618181818181819,en
e069_14,0.5504873294346978,en
f063,0.6384794414274632,en
e225,0.1267217630853994,en
e115,0.5368836291913215,en
e039,0.12072981366459623,en
e033,0.40402049664958617,en
e116,0.19026898734177214,en
d060,0.08623356535189482,en
e265_05,0.4528301886792453,en
e069_05,0.34104272834182675,en
d078,0.11753297129557796,en
f118,0.5740595611285266,en
d061,0.19674039580908032,en
e069_17,0.5761589403973509,en
e265_02,0.38238794129313763,en
e035,0.4087024087024087,en
h010,0.21487279843444226,en
f115,0.12772585669781933,en
e036,0.16750874465604348,en
e069_08,0.4212382445141066,en
f114a,0.10280373831775702,en
c002,0.654933641084824,en
e028,0.16982687551525144,en
e233a,0.26498422712933756,en
b008,0.8415536374845869,en
h009,0.6696498054474708,en
f117,0.042412451361867665,en
f122,0.46937182988685133,en
f144_02,0.47739672642244735,en
e290,0.06817296455005839,en
