cntry_an,question_key,pro_score,lnge_iso
AU,F115,0.0853875942487586,en
NIR,E069_06,0.6759218083759553,en
KE,D059,0.42397425583265097,en
PT,F122,0.39003375884503105,pt
SG,F120,0.16965515710403203,en
CA,E263,0.8360105211434206,en
KE,E023,0.4900398406374357,en
NG,E265_05,0.6505405031714953,en
US,H010,0.2341973071624934,en
BR,E111_01,0.12800331746163002,pt
BR,E115,0.8100559189587814,pt
NG,D026_03,0.7603138162135017,en
NG,E265_06,0.5053571349977192,en
NG,E069_01,0.8835447696059967,en
BR,E233A,0.46132906970918724,pt
NZ,E018,0.4880239520958195,en
NL,C038,0.3761500100533381,nl
CA,E265_05,0.7043282803173515,en
DK,E236,0.9364546636764998,da
NZ,E037,0.46334012219960263,en
NL,F063,0.32804794189994146,nl
NIR,D054,0.8651285745399783,en
PT,D081,0.5423936215251305,pt
DK,E069_18,0.4650658655383952,da
PT,E069_13,0.5165410216310279,pt
GB,E114,0.2668622900934965,en
BR,E025,0.4921702376970994,pt
KE,E265_07,0.7406807131280249,en
PT,F028,0.4509812859356857,pt
SG,E069_07,0.727041221483324,en
NZ,E004,0.48364153627311607,en
NL,E069_18,0.3750896660272781,nl
BR,E117,0.876980414739955,pt
AU,F119,0.4346782105878976,en
PT,C001_01,0.1788680928984525,pt
NG,F028,0.9472837780938612,en
SG,E265_01,0.9459948750207182,en
GB,E025,0.7208896419252768,en
NZ,E264,0.9735034347399423,en
NG,E265_04,0.8602374497727346,en
NL,E265_02,0.17798234011618771,nl
KE,E265_01,0.3603896103896008,en
CA,D001_B,0.9470532010236897,en
NIR,E265_01,0.9034233596652574,en
NZ,E236,0.8401191658391332,en
PT,E265_04,0.2913706428052231,pt
US,E265_08,0.19682339686096312,en
CA,E036,0.3168733258623416,en
NZ,C038,0.4004024144869301,en
DK,D026_05,0.24832471625952723,da
NIR,E069_18,0.4425087149356834,en
PT,E023,0.30699294109194714,pt
GB,D078,0.08776458176784037,en
US,E116,0.20910818810315518,en
DK,E004,0.46452018760843383,da
NG,E015,0.38190899402469414,en
NL,F118,0.8920426797223556,nl
GB,F121,0.7136294629905703,en
CA,E069_12,0.23551991065751693,en
KE,E015,0.36854838709676424,en
NL,D081,0.7266457846637381,nl
NG,E117,0.8819175357399323,en
CA,E069_17,0.5805032224236685,en
AU,E114,0.32259121770412147,en
GB,E023,0.5565486076216472,en
GB,E115,0.5854522030242441,en
NL,E265_04,0.0852058867681771,nl
US,F132,0.45926259456135726,en
GB,E235,0.9037487323472628,en
CA,H011,0.21238196547916743,en
NL,E039,0.31774734431257007,nl
CA,C038,0.3968569805896242,en
US,F119,0.21594903337945906,en
CA,D078,0.14251335767558826,en
KE,D061,0.22756410256409731,en
NIR,D061,0.20497503327806474,en
NG,E027,0.18800798157363102,en
GB,E003,0.49474395054011333,en
NL,F122,0.8017194198494496,nl
KE,F063,0.9166004765687009,en
NZ,F114A,0.07170923379174975,en
PT,E002,0.5258253232473149,pt
NIR,E015,0.4815995870622344,en
NIR,E037,0.6634691278748455,en
NL,E023,0.5808313738957207,nl
NL,E002,0.43708585753448514,nl
NG,E290,0.03634365551348897,en
NL,C002,0.3677039658485137,nl
AU,E069_04,0.17547226955649214,en
NZ,F120,0.6765005086470137,en
NG,C002,0.794577180695496,en
KE,E265_02,0.4348184818481732,en
NIR,E036,0.2975943239420708,en
KE,C038,0.7700875099442996,en
NIR,E023,0.51015736907426,en
SG,E069_11,0.8157262666694785,en
KE,D001_B,0.9651070578905612,en
BR,D081,0.5543968253937716,pt
AU,E069_07,0.27828409200134696,en
BR,E265_06,0.49055317056007436,pt
NZ,D054,0.5957894736842231,en
US,E036,0.18051891903281073,en
BR,E039,0.24231235531366252,pt
GB,D026_03,0.12947915660132744,en
NL,E069_12,0.20417081864952286,nl
NL,D078,0.09218071713502753,nl
CA,E264,0.8862710764936638,en
GB,C038,0.40890924612139545,en
US,E265_05,0.4703273539627195,en
US,E069_05,0.3329731266773517,en
DK,E069_04,0.27089213322932826,da
NL,E004,0.48384243391823395,nl
NZ,C001_01,0.05320197044335061,en
AU,E002,0.5629270800705035,en
BR,E026,0.07932277876227374,pt
SG,D061,0.3558419792913386,en
AU,E033,0.33728431612462134,en
NL,E265_07,0.09443074652782898,nl
BR,H010,0.24606150753069742,pt
NZ,E039,0.1222222222222239,en
AU,C038,0.5089773266149786,en
DK,F115,0.062488278516549846,da
AU,E117,0.8983509519322709,en
AU,E003,0.6111951070183893,en
NL,E069_13,0.3469628331514899,nl
DK,C002,0.3562599235978475,da
SG,E265_07,0.10277495105365884,en
CA,D059,0.15219726878225556,en
DK,F063,0.21722097818483055,da
NZ,E069_11,0.5392456676860466,en
BR,D054,0.9203477413940523,pt
PT,F117,0.006960831734550325,pt
GB,E117,0.9295840184103782,en
AU,C002_01,0.5036341741652346,en
NIR,E039,0.16925887027406114,en
PT,C001,0.1788680928984525,pt
SG,E025,0.15199798818163507,en
DK,E069_06,0.8793617059128932,da
KE,H010,0.3707957342083579,en
PT,F120,0.3152342972308229,pt
NL,E069_05,0.46103127847100883,nl
US,E111_01,0.3328678591611223,en
KE,E003,0.7308917197452086,en
US,E235,0.818582901191338,en
BR,F118,0.3879800407940011,pt
DK,E023,0.5924978776841814,da
CA,E025,0.7023102867029343,en
NL,E117,0.9549914861047645,nl
AU,C041,0.21428582990286144,en
CA,E116,0.13480165479271186,en
CA,D061,0.20942358331110478,en
NZ,E265_01,0.9841938883034781,en
PT,E069_14,0.6161055590748438,pt
AU,E015,0.38356130593963317,en
DK,D054,0.42395588160706377,da
GB,E233A,0.3762360432014873,en
BR,E001,0.5691728554985371,pt
AU,E265_01,0.9122808607016447,en
NIR,E233B,0.4477473064468824,en
KE,C001_01,0.3679619349722339,en
NL,E233B,0.2796969495559902,nl
PT,C041,0.5367048821766391,pt
DK,E069_08,0.547989503354813,da
NL,E069_01,0.23630030332416613,nl
US,F115,0.13575053807518023,en
AU,C002,0.5036341741652346,en
DK,E264,0.9085893360848256,da
NZ,D081,0.6268486916951188,en
KE,E069_07,0.36914378029078165,en
US,E018,0.5899947201016134,en
BR,E035,0.5776372576503211,pt
DK,F119,0.30364482739511317,da
KE,E035,0.3739061256960914,en
NIR,F114A,0.060509912938821186,en
GB,E265_07,0.4110610046347496,en
GB,E069_20,0.5377268484093718,en
KE,E069_11,0.45578778135046927,en
NG,C041,0.8308104331930105,en
NIR,F119,0.2445255291777696,en
KE,E069_13,0.5256305939788295,en
BR,D026_05,0.8412174643974833,pt
NG,D060,0.420488660049266,en
CA,F132,0.6525958653741146,en
GB,E069_13,0.37507283049880996,en
DK,E069_02,0.7587331869063387,da
KE,E069_17,0.5108086469175189,en
AU,E025,0.7613897581189758,en
US,E069_02,0.81333496418403,en
CA,E033,0.38430041092919864,en
NG,E264,0.821523279347594,en
GB,E290,0.03566432962043392,en
DK,E039,0.13211993911652697,da
NIR,F116,0.049420397512405574,en
NG,F120,0.03717623334106553,en
GB,E001,0.5938197503979384,en
NL,F117,0.0309061679973895,nl
NL,D059,0.10120939505572099,nl
NZ,E069_01,0.3821391484942961,en
BR,E290,0.05143705675412952,pt
GB,E069_08,0.5343899438068417,en
NG,E116,0.40378575391080185,en
KE,E002,0.45564516129030963,en
NIR,D078,0.07561759734403865,en
NIR,D026_03,0.12515914421044053,en
AU,F121,0.7333897282924856,en
NIR,E265_04,0.2434269553148446,en
GB,E265_03,0.5525990702966762,en
BR,E069_02,0.634318340093409,pt
PT,E018,0.8748522701482617,pt
KE,C002,0.7269841269841125,en
SG,E069_08,0.7991423443002449,en
DK,C002_01,0.3562599235978475,da
GB,E265_06,0.8330974979869938,en
BR,C039,0.6140450927701896,pt
CA,E069_08,0.5623948405541801,en
GB,E265_02,0.17361061483147566,en
GB,E037,0.469294368022746,en
DK,F028,0.3192291746039695,da
DK,E265_04,0.10037448766673925,da
US,F123,0.18231596616063192,en
PT,E069_05,0.4257897113205482,pt
GB,F123,0.304731656967222,en
US,D026_05,0.4011103754128751,en
DK,E069_05,0.6336432678520107,da
KE,E290,0.17825020441536873,en
AU,E069_11,0.3045410502232935,en
NIR,E115,0.6446727214594106,en
PT,F118,0.32204715922512744,pt
KE,E036,0.38027048528240776,en
US,E265_01,0.7776850108500639,en
SG,F118,0.19824581814235034,en
CA,F118,0.7558572108544376,en
DK,E069_12,0.28221591922333983,da
AU,E233B,0.40483695272773906,en
US,E039,0.13483194329053472,en
KE,D060,0.1818181818181782,en
PT,E036,0.31585615612517975,pt
SG,E115,0.4669061884815692,en
AU,F144_02,0.39730228060381473,en
DK,E026,0.19364414992808077,da
NZ,D061,0.1765957446808529,en
PT,E069_02,0.8029578353175408,pt
NG,E035,0.23203202294352474,en
KE,F144_02,0.2731788079470136,en
AU,E235,0.8773597927000669,en
NIR,E265_03,0.5172031477412796,en
GB,E018,0.629797025355411,en
NG,E069_13,0.557532842650093,en
CA,C001,0.05743645946975142,en
AU,D078,0.10861595783198405,en
AU,E069_06,0.8069337615492703,en
BR,F114A,0.12640599641925837,pt
KE,F118,0.18353909465020238,en
NL,D026_03,0.03442058774559366,nl
CA,E069_18A,0.3541127718971205,en
CA,E069_11,0.46156863571086,en
NG,E265_01,0.536706897843402,en
NG,E115,0.6651618853446093,en
GB,E116,0.14172870394633874,en
NIR,H010,0.2112446587009623,en
PT,E236,0.7228102789449468,pt
BR,F120,0.12055954847342674,pt
CA,E265_02,0.16799792088598606,en
NIR,E233A,0.3667163944035089,en
KE,F121,0.422350041084623,en
DK,F118,0.878688959667896,da
GB,E002,0.5515826401937173,en
KE,D081,0.15931372549019335,en
KE,H011,0.49999999999998596,en
KE,D026_03,0.6984884645982338,en
US,E004,0.5064737203282145,en
GB,C002,0.34321637626919865,en
NL,F119,0.5229222001673579,nl
BR,E265_08,0.33959792868467314,pt
US,E069_13,0.31634661942784004,en
BR,C041,0.5008293920820712,pt
NG,F132,0.12201187685290814,en
KE,E117,0.7803091944670345,en
KE,D054,0.9483306836247986,en
NL,E265_01,0.9407122783839608,nl
NZ,E069_04,0.2793240556660094,en
GB,E069_17,0.6588351740331819,en
NZ,E015,0.4092276830491563,en
DK,E069_17,0.8131141110448252,da
PT,E265_05,0.7846264286265445,pt
SG,E117,0.9136859578328004,en
GB,D081,0.6703622273253474,en
AU,E069_13,0.36348451518286495,en
DK,E265_01,0.9802411810445644,da
PT,E039,0.22940123626417452,pt
NIR,C002,0.4106789205942028,en
DK,D078,0.11779758209569136,da
KE,F117,0.19561688311687914,en
GB,D026_05,0.3599041330165043,en
NIR,H009,0.7381292260593307,en
US,F116,0.06225914120978668,en
DK,F114A,0.04613358084102798,da
NZ,E069_20,0.5441340782123,en
BR,E069_07,0.16170392887012103,pt
NZ,F116,0.042801556420234144,en
GB,C041,0.2498273924315921,en
DK,E235,0.9718771232372833,da
AU,F118,0.7003534563804567,en
US,E265_03,0.6015010145302938,en
DK,E003,0.6752775334746286,da
GB,E036,0.39200417764072976,en
US,F063,0.6702372279358327,en
NZ,E111_01,0.5425219941349105,en
SG,E265_04,0.11907068153155961,en
AU,E037,0.5569440656127062,en
SG,F114A,0.10244788699607967,en
US,F118,0.5363119813497413,en
NL,E263,0.8640154677005831,nl
AU,H011,0.3127113635978404,en
NIR,E263,0.861277225447061,en
SG,E069_06,0.8704214622185823,en
KE,F116,0.24857839155157832,en
US,E264,0.8161868881495238,en
NZ,F028,0.216504854368936,en
PT,E004,0.45571586571650324,pt
CA,E069_02,0.7439881795493691,en
AU,E069_12,0.10743397893433794,en
NIR,E003,0.36659558870069286,en
GB,D054,0.7414741499800882,en
NIR,E265_07,0.3662539013017491,en
NL,E290,0.03606552555601431,nl
AU,E001,0.6881077581025199,en
DK,H009,0.8148937121951882,da
AU,F028,0.2768596532586103,en
NZ,H009,0.8095238095238178,en
NZ,E025,0.8035190615835863,en
CA,D026_05,0.35822697684144056,en
KE,F119,0.18719211822659745,en
CA,D081,0.7227811637119193,en
US,E290,0.0739472877161212,en
DK,E116,0.05150969813376359,da
NIR,D060,0.02226760040841398,en
BR,D060,0.09672443641861599,pt
KE,E236,0.5204490777866727,en
NG,E233A,0.46212373404788504,en
SG,F122,0.30276890083699476,en
PT,F132,0.13662227710305908,pt
NZ,E069_13,0.4256465517241456,en
AU,D059,0.12555706774559172,en
BR,E235,0.7956682818020127,pt
BR,F063,0.8906549653265787,pt
CA,C002_01,0.36875927429942074,en
NIR,E114,0.29674412620642815,en
BR,E236,0.23184145775415213,pt
CA,E004,0.513226046963332,en
AU,E265_02,0.1756044862892905,en
PT,C039,0.8560997628614162,pt
BR,E027,0.2248633343882899,pt
GB,F122,0.6515299912932911,en
NG,E037,0.7474362588994234,en
SG,H011,0.2180815313116441,en
SG,E233B,0.5026437068417483,en
NZ,C039,0.4682779456193457,en
NIR,F063,0.5105236366021797,en
US,E069_14,0.5472906916504983,en
BR,E265_01,0.4634360964358931,pt
DK,E265_02,0.07775796387764962,da
AU,E263,0.8962073442646,en
BR,E069_14,0.6284042698454464,pt
NZ,E265_03,0.40430622009569855,en
BR,E033,0.3506232547237275,pt
DK,D081,0.6756951649947383,da
CA,F117,0.08720606951985811,en
NIR,F121,0.6102120156179639,en
CA,E117,0.8915840613578719,en
NIR,E069_08,0.5384097054077536,en
DK,E018,0.6335790834734087,da
NZ,F119,0.473072861668436,en
AU,E115,0.5873064026367685,en
GB,F117,0.017063126766878704,en
NL,E265_03,0.3162645696701133,nl
NG,E023,0.5236711526146371,en
AU,F123,0.2851298836427293,en
NIR,E265_05,0.6046603515267759,en
BR,E015,0.35491761926277077,pt
NZ,E265_05,0.7417289220917945,en
BR,F121,0.5291571158334566,pt
PT,E117,0.9612278568903212,pt
PT,E263,0.7895688222184831,pt
SG,E235,0.8799489757096871,en
NIR,D001_B,0.9790456385883958,en
DK,D026_03,0.1413911827319074,da
US,E035,0.5910772954172397,en
CA,F123,0.27284874198734654,en
DK,D061,0.08963491901857153,da
SG,E069_04,0.5604306320722279,en
US,D054,0.8089304149122777,en
NL,E265_06,0.7778915075455443,nl
US,E265_07,0.6542277333560599,en
BR,D061,0.5512902304085017,pt
NG,F144_02,0.12195601137681371,en
SG,F028,0.5906705636085662,en
DK,E290,0.013147887978869245,da
CA,E235,0.9121127559265974,en
KE,E265_08,0.6185064935064751,en
NZ,E265_08,0.017582417582417763,en
PT,E069_06,0.8387327006174417,pt
GB,D061,0.22514795356411713,en
PT,E069_07,0.34248887417014406,pt
SG,E069_18A,0.5644060402360096,en
NL,E111_01,0.6378835339626384,nl
NZ,E265_06,0.9571428571428593,en
NZ,E001,0.5857338820301815,en
PT,E027,0.11886617414842622,pt
NIR,E069_20,0.5707920383626296,en
CA,E290,0.10646070263349279,en
DK,E265_03,0.34569116837305763,da
AU,H009,0.8246680850645098,en
GB,C039,0.6344928637346481,en
PT,D059,0.1684874933645703,pt
BR,E265_02,0.36654087795582935,pt
AU,E236,0.7705249016301025,en
AU,E069_20,0.5458966555843413,en
BR,E069_12,0.13730873671653743,pt
BR,D001_B,0.9047616198136312,pt
SG,E265_03,0.6156931510141955,en
CA,E233B,0.50759354552348,en
GB,F118,0.7108190996801933,en
NZ,E069_05,0.3295194508009196,en
DK,D060,0.021924259849462096,da
DK,F117,0.006902198054383068,da
KE,E069_02,0.58870326173427,en
KE,E264,0.8265387689848029,en
CA,E236,0.8159526275166192,en
US,H009,0.6857944402247903,en
CA,D054,0.6953346817913854,en
NG,E069_14,0.5626055194329331,en
BR,E114,0.6551034689568596,pt
PT,E264,0.7916751052942381,pt
GB,E039,0.1607839201939652,en
NL,E069_20,0.49495376780817757,nl
GB,E069_14,0.6890669831046726,en
NIR,E111_01,0.23018718305578087,en
US,E069_08,0.419741761337716,en
NZ,C041,0.20594059405940934,en
BR,C001,0.18840669946756305,pt
SG,F119,0.12144346513266785,en
NL,E069_17,0.6298325140137746,nl
PT,E069_18,0.6520723817685209,pt
KE,F132,0.2396088019559848,en
SG,E036,0.37296952915077786,en
US,D001_B,0.94407668653396,en
NZ,E069_06,0.8778103616813347,en
GB,E265_01,0.9138357780545948,en
KE,F122,0.31191088260496314,en
US,E069_18A,0.3642762144598946,en
AU,D054,0.7688013548124438,en
NZ,H010,0.2880698351115482,en
NL,F115,0.08419009425356289,nl
NIR,F123,0.16025468012537783,en
NL,E015,0.34146025933047874,nl
AU,E018,0.5576343374082692,en
SG,E035,0.2698762350282789,en
NIR,F144_02,0.27007246827039144,en
NIR,E117,0.9281313129172218,en
NL,D060,0.036555435824205874,nl
DK,D059,0.08705689095645452,da
NG,D081,0.08986716315555413,en
US,D059,0.16493814627812486,en
CA,E115,0.5521242983783973,en
NG,E069_04,0.547424546146352,en
