model_name,model_family,template_type,language,response_language,question_key,response_pro_score,ground_truth_pro_score
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d054,1.0,0.374015748031496
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f118,0.9,0.8589360430364614
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e069_08,0.5,0.5786466165413534
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e069_05,0.625,0.616580310880829
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d054,0.8333333333333334,0.374015748031496
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e069_13,0.6,0.4796923076923077
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e069_20,1.0,0.7083716651333947
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d054,0.8,0.374015748031496
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c002_01,0.3333333333333333,0.4452352708580466
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e069_08,0.42857142857142855,0.5786466165413534
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d060,0.8,0.0240746313572073
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d059,0.0,0.0829562594268476
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d060,1.0,0.0240746313572073
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d059,0.6,0.0829562594268476
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e116,0.2,0.0352197471402769
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e233b,0.125,0.402200488997555
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e116,0.625,0.0352197471402769
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c002_01,0.5,0.4452352708580466
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e069_20,0.5714285714285714,0.7083716651333947
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d060,0.5,0.0240746313572073
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c002_01,0.5,0.4452352708580466
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d060,0.625,0.0240746313572073
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f028,1.0,0.3741050119331742
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h010,0.5,0.2339656729900632
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,1.0,0.3615077098800685
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h010,0.5,0.2339656729900632
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d026_03,0.25,0.2014051522248243
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.5,0.3615077098800685
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f132,0.8333333333333334,0.5711278195488723
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,0.9,0.4989390724461958
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,0.25,0.4989390724461958
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.625,0.254054054054054
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.6,0.254054054054054
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,0.6666666666666666,0.4989390724461958
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f028,0.3333333333333333,0.3741050119331742
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h010,0.1111111111111111,0.2339656729900632
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e227,1.0,0.8069753457606734
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.5,0.3615077098800685
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h010,0.4,0.2339656729900632
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f028,1.0,0.3741050119331742
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e227,0.5714285714285714,0.8069753457606734
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.4,0.254054054054054
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d026_03,0.875,0.2014051522248243
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.8571428571428571,0.3615077098800685
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.3333333333333333,0.254054054054054
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.75,0.3615077098800685
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.8,0.254054054054054
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,1.0,0.4989390724461958
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,0.3333333333333333,0.4989390724461958
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f028,0.9,0.3741050119331742
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.4444444444444444,0.3615077098800685
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h010,0.5,0.2339656729900632
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,0.8888888888888888,0.4989390724461958
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e227,0.625,0.8069753457606734
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.3333333333333333,0.3615077098800685
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d026_03,1.0,0.2014051522248243
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h010,0.75,0.2339656729900632
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f028,0.5,0.3741050119331742
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h010,0.0,0.2339656729900632
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d026_03,1.0,0.2014051522248243
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.4,0.3615077098800685
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h010,0.1111111111111111,0.2339656729900632
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.625,0.3615077098800685
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.0,0.3615077098800685
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,0.0,0.4989390724461958
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.0,0.254054054054054
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,1.0,0.4989390724461958
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f028,0.625,0.3741050119331742
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.0,0.254054054054054
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.625,0.3615077098800685
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f028,0.7,0.3741050119331742
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.0,0.254054054054054
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e227,0.875,0.8069753457606734
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d026_03,0.8,0.2014051522248243
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e227,0.42857142857142855,0.8069753457606734
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.3333333333333333,0.254054054054054
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e227,0.8,0.8069753457606734
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,0.6666666666666666,0.4989390724461958
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f132,1.0,0.5711278195488723
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f028,0.4,0.3741050119331742
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e227,0.75,0.8069753457606734
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d026_03,0.9,0.2014051522248243
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,0.3333333333333333,0.4989390724461958
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.0,0.0263072426112374
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.5,0.0755088640840446
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f115,0.6666666666666666,0.0431933273756329
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.5,0.0755088640840446
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.4,0.0369707811568276
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.7142857142857143,0.0755088640840446
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.0,0.0263072426112374
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f116,0.0,0.0223347230494341
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e265_01,0.5714285714285714,0.98281990521327
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.0,0.0263072426112374
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f116,0.0,0.0223347230494341
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.5714285714285714,0.0369707811568276
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f117,0.0,0.0068493150684931
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f117,0.5,0.0068493150684931
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.5,0.0369707811568276
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.6666666666666666,0.0263072426112374
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.0,0.0755088640840446
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.3333333333333333,0.0369707811568276
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.42857142857142855,0.0755088640840446
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.375,0.0369707811568276
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e117,0.25,0.974119771291002
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.2,0.0369707811568276
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.5,0.0755088640840446
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,1.0,0.0755088640840446
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e265_01,0.4,0.98281990521327
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f117,0.125,0.0068493150684931
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e117,0.6666666666666666,0.974119771291002
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e117,1.0,0.974119771291002
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.5,0.0755088640840446
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e290,0.0,0.0104602510460251
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.2857142857142857,0.0263072426112374
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.6,0.0263072426112374
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f115,0.4,0.0431933273756329
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f116,0.0,0.0223347230494341
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e117,0.75,0.974119771291002
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f116,0.3333333333333333,0.0223347230494341
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.0,0.0263072426112374
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e265_01,1.0,0.98281990521327
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,1.0,0.0755088640840446
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f115,0.7142857142857143,0.0431933273756329
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.0,0.0369707811568276
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e117,0.5714285714285714,0.974119771291002
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.2,0.0369707811568276
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e117,0.8,0.974119771291002
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f115,0.4,0.0431933273756329
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.6,0.0263072426112374
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f117,0.1,0.0068493150684931
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f116,0.3333333333333333,0.0223347230494341
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e265_01,0.6666666666666666,0.98281990521327
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f115,0.3333333333333333,0.0431933273756329
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.375,0.0263072426112374
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e290,0.48484848484848486,0.0104602510460251
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.5,0.0369707811568276
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e117,0.8,0.974119771291002
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.0,0.0369707811568276
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f115,0.5,0.0431933273756329
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.2,0.0755088640840446
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.3333333333333333,0.0755088640840446
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.8571428571428571,0.0369707811568276
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f116,0.2857142857142857,0.0223347230494341
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.5,0.0755088640840446
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f115,0.16666666666666666,0.0431933273756329
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.4,0.0369707811568276
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e117,0.5,0.974119771291002
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_13,0.625,0.3080218068535825
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f121,0.7,0.6021003500583431
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_13,0.3,0.3080218068535825
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_13,0.2222222222222222,0.3080218068535825
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_13,0.2857142857142857,0.3080218068535825
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e228,0.2,0.2312229650019661
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f118,0.5,0.5740595611285266
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e235,0.6,0.8322884012539185
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e233b,0.4444444444444444,0.4567610062893081
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e235,1.0,0.8322884012539185
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e228,0.3,0.2312229650019661
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d060,0.25,0.0862335653518948
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d054,0.8,0.7989172467130704
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.0,0.4212382445141066
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_05,0.625,0.3410427283418267
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f144_02,0.6666666666666666,0.4773967264224473
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e226,0.4,0.8198587127158556
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d054,1.0,0.7989172467130704
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f144_02,0.0,0.4773967264224473
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d060,0.0,0.0862335653518948
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f120,0.9,0.4035839501363459
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e235,0.8,0.8322884012539185
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d054,1.0,0.7989172467130704
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d054,1.0,0.7989172467130704
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.4,0.4212382445141066
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f121,0.5,0.6021003500583431
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f118,0.8888888888888888,0.5740595611285266
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e236,0.3333333333333333,0.6013380558835104
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.375,0.4212382445141066
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f120,0.75,0.4035839501363459
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e233b,0.375,0.4567610062893081
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_13,1.0,0.3080218068535825
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.3,0.4212382445141066
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e228,0.4444444444444444,0.2312229650019661
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.5555555555555556,0.4212382445141066
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e228,0.4444444444444444,0.2312229650019661
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e235,0.4444444444444444,0.8322884012539185
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e226,0.6666666666666666,0.8198587127158556
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_20,0.75,0.4475743348982786
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d060,0.2222222222222222,0.0862335653518948
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e228,0.4444444444444444,0.2312229650019661
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e235,0.5714285714285714,0.8322884012539185
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f144_02,0.375,0.4773967264224473
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f120,1.0,0.4035839501363459
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e235,1.0,0.8322884012539185
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f121,0.5555555555555556,0.6021003500583431
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f118,1.0,0.5740595611285266
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_13,1.0,0.3080218068535825
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e233b,0.7142857142857143,0.4567610062893081
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d054,0.75,0.7989172467130704
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e226,0.9,0.8198587127158556
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e233b,0.4,0.4567610062893081
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d060,0.0,0.0862335653518948
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e226,0.8571428571428571,0.8198587127158556
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.0,0.4212382445141066
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e226,0.6,0.8198587127158556
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e228,0.25,0.2312229650019661
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d059,0.0,0.1580782642386672
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d059,0.0,0.1580782642386672
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_05,0.6666666666666666,0.3410427283418267
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.375,0.4212382445141066
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f120,0.625,0.4035839501363459
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_05,0.5555555555555556,0.3410427283418267
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e233b,0.6,0.4567610062893081
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f120,0.625,0.4035839501363459
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f144_02,0.3333333333333333,0.4773967264224473
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f121,0.4444444444444444,0.6021003500583431
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_05,0.6,0.3410427283418267
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.0,0.4212382445141066
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f120,0.7777777777777778,0.4035839501363459
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e235,1.0,0.8322884012539185
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.5,0.4212382445141066
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_13,0.2857142857142857,0.3080218068535825
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f144_02,0.625,0.4773967264224473
