cntry_an,question_key,pro_score,language
AU,c002,0.7307359307359307,en
AU,d081,0.7531787584143605,en
AU,e225,0.06693363844393596,en
AU,e069_14,0.5961968680089486,en
AU,e265_07,0.37333333333333335,en
AU,f063,0.4121245828698554,en
AU,d060,0.026169265033407572,en
AU,e069_12,0.11587743732590529,en
AU,e233a,0.2730414746543779,en
AU,e265_06,0.8797687861271676,en
AU,e001,0.6909294512877939,en
AU,d026_05,0.49206349206349204,en
AU,e003,0.6311383928571429,en
AU,e236,0.8157596371882087,en
AU,e263,0.9315144766146993,en
AU,e036,0.3792717086834734,en
AU,e027,0.4837662337662338,en
AU,f028b_wvs7,0.3724176437744277,en
AU,e224,0.5992018244013684,en
AU,h009,0.8365758754863813,en
AU,e069_11,0.3129175946547884,en
AU,e018,0.8363047001620746,en
AU,e229,0.7563953488372093,en
AU,h010,0.3234802007808143,en
AU,e069_02,0.8482989403234802,en
AU,e033,0.35622817229336434,en
AU,f119,0.4192634560906515,en
AU,e028,0.31941544885177453,en
AU,d054,0.7522321428571429,en
AU,e235,0.9209197980931015,en
AU,e069_04,0.18930957683741648,en
BR,e114,0.6554232804232805,pt
BR,e228,0.44783197831978316,pt
BR,e069_01,0.6881908086096568,pt
BR,e117,0.8775510204081632,pt
BR,f118,0.3857901726427623,pt
BR,d001_b,0.9052511415525114,pt
BR,e004,0.47789878283151827,pt
BR,e265_05,0.5794392523364486,pt
BR,e179_wvs7,1.0,pt
BR,e227,0.7477535301668806,pt
BR,f121,0.5288862418106015,pt
BR,e226,0.8051378446115288,pt
BR,f144_02,0.3208109719737626,pt
BR,h011,0.23597560975609755,pt
BR,f122,0.20928792569659438,pt
BR,e233b,0.37688772160210116,pt
BR,e026,0.10803571428571429,pt
BR,d078,0.21913043478260869,pt
BR,e069_07,0.16198830409356726,pt
BR,e069_17,0.5232763700648203,pt
BR,e265_02,0.36765827612509533,pt
BR,e069_05,0.35723192019950123,pt
BR,f028,0.6441260744985673,pt
BR,e023,0.3904267589388697,pt
BR,f114a,0.12653778558875217,pt
BR,e069_08,0.5020289855072464,pt
BR,e233,0.7840632603406326,pt
BR,e025,0.6930272108843537,pt
BR,f117,0.052143684820394,pt
BR,f132,0.3348101265822785,pt
BR,b008,0.957,pt
BR,d026_03,0.38456284153005466,pt
BR,e111_01,0.12850467289719625,pt
BR,e069_20,0.5119047619047619,pt
BR,e069_06,0.5532527345998849,pt
BR,f123,0.09112567004169148,pt
BR,e290,0.05056513979773947,pt
BR,f116,0.1820843091334895,pt
BR,c039,0.7261663286004056,pt
BR,d061,0.5562026790914385,pt
BR,e265_01,0.4657351962741184,pt
BR,e069_13,0.5596608116293156,pt
BR,f034,0.9763899466869764,pt
BR,c001,0.6287878787878788,pt
BR,e265_03,0.7624419376244194,pt
BR,f025,0.9211444521981856,pt
BR,d059,0.18594791035735916,pt
BR,e265_08,0.33980582524271846,pt
BR,f120,0.11866428145497909,pt
BR,e116,0.4438356164383562,pt
BR,c041,0.6034013605442177,pt
BR,f115,0.2510288065843621,pt
BR,c038,0.7926267281105991,pt
BR,e015,0.4604758250191865,pt
BR,e037,0.7616279069767442,pt
BR,e264,0.8799283154121864,pt
BR,e265_04,0.8249051833122629,pt
BR,e115,0.8099395567494964,pt
BR,e039,0.2437574316290131,pt
BR,e035,0.424188790560472,pt
BR,e002,0.5344943067649028,pt
BR,c002,0.8293413173652695,pt
BR,e069_18a,0.4493006993006993,pt
BR,d081,0.6426553672316384,pt
BR,e225,0.22821576763485474,pt
BR,e069_14,0.6266666666666667,pt
BR,e265_07,0.829126213592233,pt
BR,f063,0.8945558739255014,pt
BR,d060,0.09751875360646278,pt
BR,e069_12,0.13781123335263462,pt
BR,e233a,0.4626569729015202,pt
BR,e265_06,0.4920520231213873,pt
BR,e001,0.5679611650485437,pt
BR,d026_05,0.9225484072454716,pt
BR,e003,0.6452563347083088,pt
BR,e236,0.23434593924364533,pt
BR,e263,0.8884934756820878,pt
BR,e036,0.3582725060827251,pt
BR,e027,0.35344827586206895,pt
BR,f028b_wvs7,0.8326624496837263,pt
BR,e224,0.3107836570663094,pt
BR,h009,0.580373269114991,pt
BR,e069_11,0.2302325581395349,pt
BR,e018,0.9216555801921655,pt
BR,e229,0.7465846994535519,pt
BR,h010,0.24892174984596427,pt
BR,e069_02,0.6373365041617123,pt
BR,e033,0.35115864527629237,pt
BR,f119,0.19676214196762143,pt
BR,e028,0.3192118226600985,pt
BR,d054,0.9207175925925926,pt
BR,e235,0.7938788257339163,pt
BR,e069_04,0.3915343915343915,pt
CA,e114,0.22921851667496268,en
CA,e228,0.24539571926331505,en
CA,e069_01,0.39671478347436534,en
CA,e117,0.9066699850671976,en
CA,f118,0.7633150821304131,en
CA,d001_b,0.9499751119960179,en
CA,e004,0.5039820806371329,en
CA,e265_05,0.7093081134892981,en
CA,e179_wvs7,1.0,en
CA,e227,0.759581881533101,en
CA,c001_01,0.06578947368421052,en
CA,f121,0.7501244400199104,en
CA,e226,0.9034345445495271,en
CA,f144_02,0.420358387257342,en
CA,h011,0.219761075161772,en
CA,f122,0.6197112991538078,en
CA,e233b,0.5126928820308612,en
CA,e026,0.5259467040673211,en
CA,d078,0.14609258337481335,en
CA,e069_07,0.460179193628671,en
CA,c002_01,0.49475524475524474,en
CA,e069_17,0.6112493777999004,en
CA,e265_02,0.17471378795420608,en
CA,e069_05,0.4380288700846192,en
CA,f028,0.2588352414136386,en
CA,e023,0.6356396217023395,en
CA,f114a,0.0978098556495769,en
CA,e069_08,0.5841214534594326,en
CA,e233,0.9079143852663016,en
CA,e025,0.9336818033322444,en
CA,f117,0.09059233449477355,en
CA,f132,0.6717272274763564,en
CA,b008,1.0,en
CA,d026_03,0.1539980256663376,en
CA,e111_01,0.7070681931309108,en
CA,e069_20,0.5818815331010453,en
CA,e069_06,0.6938775510204082,en
CA,f123,0.28745644599303133,en
CA,e290,0.11423593827775014,en
CA,f116,0.12195121951219512,en
CA,c039,0.7828854314002829,en
CA,d061,0.2065704330512693,en
CA,e265_01,0.8959681433549029,en
CA,e069_13,0.3703334992533599,en
CA,f034,0.6321942446043165,en
CA,c001,0.34508076358296624,en
CA,e265_03,0.5121951219512195,en
CA,f025,0.8644307982994804,en
CA,d059,0.1520657043305127,en
CA,e265_08,0.0973120955699353,en
CA,f120,0.6694873071179692,en
CA,e116,0.13763066202090593,en
CA,c041,0.2535994764397906,en
CA,f115,0.18591338974614235,en
CA,c038,0.5665041782729805,en
CA,e015,0.700041203131438,en
CA,e037,0.5004977600796416,en
CA,e264,0.9016923842707815,en
CA,e265_04,0.22025883524141363,en
CA,e115,0.5569935291189647,en
CA,e039,0.2461423593827775,en
CA,e035,0.5248880039820807,en
CA,e002,0.47112991538078647,en
CA,c002,0.5499417022930432,en
CA,e069_18a,0.37630662020905925,en
CA,d081,0.8898071625344353,en
CA,e225,0.1585365853658537,en
CA,e069_14,0.6187157789945247,en
CA,e265_07,0.4066699850671976,en
CA,f063,0.4300647088103534,en
CA,d060,0.07018417122946739,en
CA,e069_12,0.24265803882528622,en
CA,e233a,0.49377799900447983,en
CA,e265_06,0.8359880537580886,en
CA,e001,0.5883524141363863,en
CA,d026_05,0.5828125,en
CA,e003,0.528372324539572,en
CA,e236,0.8280238924838228,en
CA,e263,0.8474365355898457,en
CA,e036,0.32329517172722744,en
CA,e027,0.4973821989528796,en
CA,f028b_wvs7,0.3877551020408163,en
CA,e224,0.6913887506222001,en
CA,h009,0.525634644101543,en
CA,e069_11,0.48282727725236435,en
CA,e018,0.7559262510974539,en
CA,e229,0.8581383773021404,en
CA,h010,0.15380786460925833,en
CA,e069_02,0.7478845196615231,en
CA,e033,0.3887506222000996,en
CA,f119,0.41488302638128427,en
CA,e028,0.3934056007226739,en
CA,d054,0.7020905923344948,en
CA,e235,0.9198606271777003,en
CA,e069_04,0.4415131906421105,en
DK,e114,0.18181818181818182,da
DK,e228,0.11074705111402361,da
DK,e069_01,0.6519337016574586,da
DK,e117,0.9741197712910021,da
DK,f118,0.8589360430364614,da
DK,d001_b,0.9958258795468098,da
DK,e004,0.46445802508845285,da
DK,e265_05,0.7805605247465712,da
DK,e227,0.8069753457606734,da
DK,c001_01,0.026307242611237416,da
DK,f121,0.8750372800477184,da
DK,e226,0.9570405727923628,da
DK,f144_02,0.1847761194029851,da
DK,h011,0.25405405405405407,da
DK,f122,0.7689541504345221,da
DK,e233b,0.402200488997555,da
DK,e026,0.40396530359355637,da
DK,d078,0.11218627154520713,da
DK,e069_07,0.5027043269230769,da
DK,c002_01,0.44523527085804665,da
DK,e069_17,0.8391566265060241,da
DK,e265_02,0.059178743961352656,da
DK,e069_05,0.616580310880829,da
DK,f028,0.37410501193317425,da
DK,e023,0.6639857015192135,da
DK,e181_evs5,1.0,da
DK,f114a,0.036970781156827615,da
DK,e069_08,0.5786466165413534,da
DK,e233,0.9690660321237359,da
DK,e025,0.7981691368788143,da
DK,f117,0.006849315068493178,da
DK,f132,0.5711278195488723,da
DK,b008,0.8744167962674961,da
DK,d026_03,0.20140515222482436,da
DK,e111_01,0.8153892036981807,da
DK,e069_20,0.7083716651333947,da
DK,e069_06,0.8948939982084204,da
DK,f123,0.24879807692307687,da
DK,e069_18,0.4661585365853659,da
DK,e290,0.010460251046025104,da
DK,f116,0.02233472304943418,da
DK,c039,0.9265017667844523,da
DK,d061,0.10084797092671108,da
DK,e265_01,0.9828199052132701,da
DK,e069_13,0.4796923076923077,da
DK,f034,0.8669823504089539,da
DK,f066_evs5,0.1677683349071451,da
DK,c001,0.23209169054441262,da
DK,e265_03,0.3264936632468316,da
DK,f025,0.9689866570501262,da
DK,d059,0.08295625942684766,da
DK,e265_08,0.008912655971479501,da
DK,f120,0.8456035767511177,da
DK,e116,0.03521974714027694,da
DK,c041,0.6608488694962317,da
DK,f115,0.04319332737563297,da
DK,c038,0.7256331542594013,da
DK,e015,0.501072194424589,da
DK,e037,0.2826282628262826,da
DK,e264,0.9392942583732058,da
DK,e265_04,0.0830842797369994,da
DK,e115,0.33017715332926084,da
DK,e039,0.14431749849669273,da
DK,e035,0.49893907244619584,da
DK,e002,0.4348107408605629,da
DK,c002,0.5804123711340207,da
DK,e069_18a,0.4661585365853659,da
DK,d081,0.8192024777390631,da
DK,e225,0.07550886408404467,da
DK,e069_14,0.6164174549893195,da
DK,e265_07,0.11117788461538461,da
DK,f063,0.25610859728506785,da
DK,d060,0.024074631357207343,da
DK,e069_12,0.28880097382836273,da
DK,e233a,0.5205314009661836,da
DK,e265_06,0.955794504181601,da
DK,e001,0.4242520687460216,da
DK,d026_05,0.28803668195081283,da
DK,e003,0.6759170653907496,da
DK,e236,0.9497457373616512,da
DK,e263,0.9593544530783025,da
DK,e036,0.23387343320085596,da
DK,e027,0.5665618448637316,da
DK,e224,0.6634382566585957,da
DK,h009,0.8319377990430622,da
DK,e069_11,0.40791062801932365,da
DK,e018,0.7369402985074627,da
DK,e229,0.8790613718411553,da
DK,h010,0.23396567299006324,da
DK,e069_02,0.7494711393170143,da
DK,e033,0.42691131498470947,da
DK,f119,0.2804914593946659,da
DK,e028,0.36150770988006853,da
DK,d054,0.37401574803149606,da
DK,e235,0.9791044776119403,da
DK,e069_04,0.2944360902255639,da
GB,e114,0.25561067800614223,en
GB,e228,0.29789272030651337,en
GB,e069_01,0.38223576283102884,en
GB,e117,0.9289746001881467,en
GB,f118,0.7159915710606415,en
GB,d001_b,0.9808437856328392,en
GB,e004,0.494203927135084,en
GB,e265_05,0.4992833253702819,en
GB,e179_wvs7,0.13074842200180342,en
GB,e227,0.6957236842105263,en
GB,c001_01,0.0635881907645723,en
GB,f121,0.7412958266082545,en
GB,e226,0.8626851634140607,en
GB,f144_02,0.3703190013869625,en
GB,h011,0.3288621646623497,en
GB,f122,0.6629500580720094,en
GB,e233b,0.4200047404598246,en
GB,e026,0.3448712536935416,en
GB,d078,0.08366256100395074,en
GB,e069_07,0.26977499420088147,en
GB,c002_01,0.4263005780346821,en
GB,e069_17,0.6619685224336387,en
GB,e265_02,0.15483383685800603,en
GB,e069_05,0.37272727272727274,en
GB,f028,0.24777954907765884,en
GB,e023,0.5692482915717539,en
GB,e181_evs5,0.0,en
GB,f114a,0.04722604309949563,en
GB,e069_08,0.520863309352518,en
GB,e233,0.9146567717996289,en
GB,e025,0.9216300940438872,en
GB,f117,0.015771428571428547,en
GB,f132,0.5081623134328358,en
GB,b008,0.966488413547237,en
GB,d026_03,0.13518722466960353,en
GB,e111_01,0.4406344763237695,en
GB,e069_20,0.5619327937208732,en
GB,e069_06,0.7151029748283753,en
GB,f123,0.31867870722433456,en
GB,e069_18,0.38546414008155433,en
GB,e290,0.03399954054674936,en
GB,f116,0.0398808159523264,en
GB,c039,0.7759407069555302,en
GB,d061,0.22495318352059926,en
GB,e265_01,0.9195647030991246,en
GB,e069_13,0.3622122003323048,en
GB,f034,0.6665198237885462,en
GB,f066_evs5,0.28529062870699884,en
GB,c001,0.3783783783783784,en
GB,e265_03,0.5385365853658537,en
GB,f025,0.6622516556291391,en
GB,d059,0.09527137200093175,en
GB,e265_08,0.056045790603386596,en
GB,f120,0.6120509849362687,en
GB,e116,0.12216241516498946,en
GB,c041,0.2852035203520352,en
GB,f115,0.09800321322010552,en
GB,c038,0.5155781905332535,en
GB,e015,0.6330242510699001,en
GB,e037,0.505078485687904,en
GB,e264,0.8612954909590296,en
GB,e265_04,0.1922230374174615,en
GB,e115,0.5623523854511101,en
GB,e039,0.16855491329479766,en
GB,e035,0.5490196078431373,en
GB,e002,0.5477422389463782,en
GB,c002,0.6228885135135135,en
GB,e069_18a,0.38546414008155433,en
GB,d081,0.8426335990552111,en
GB,e225,0.10799808429118773,en
GB,e069_14,0.6882840236686391,en
GB,e265_07,0.3981435022579027,en
GB,f063,0.34019675131548843,en
GB,d060,0.03230240549828179,en
GB,e069_12,0.14829426781155722,en
GB,e233a,0.3663342830009497,en
GB,e265_06,0.8483240897034,en
GB,e001,0.5941761035359371,en
GB,d026_05,0.4094739901191514,en
GB,e003,0.4804352859458208,en
GB,e236,0.6857142857142857,en
GB,e263,0.8386285714285714,en
GB,e036,0.4046610169491526,en
GB,e027,0.3697168649979483,en
GB,f028b_wvs7,0.3019668337832626,en
GB,e224,0.6324362606232294,en
GB,h009,0.7767281105990783,en
GB,e069_11,0.255578559926386,en
GB,e018,0.8377012946005684,en
GB,e229,0.7735124760076775,en
GB,h010,0.30257959563095516,en
GB,e069_02,0.8436701509872242,en
GB,e033,0.3321069413784645,en
GB,f119,0.3009324009324009,en
GB,e028,0.2028878193261755,en
GB,d054,0.7433179723502304,en
GB,e235,0.905072126570498,en
GB,e069_04,0.13832720588235295,en
KE,e114,0.559967585089141,en
KE,e228,0.4761133603238866,en
KE,e069_01,0.7980922098569158,en
KE,e117,0.7803091944670464,en
KE,f118,0.1835390946502058,en
KE,d001_b,0.9651070578905631,en
KE,e004,0.49274193548387096,en
KE,e265_05,0.6479217603911981,en
KE,e179_wvs7,1.0,en
KE,e227,0.5472312703583062,en
KE,c001_01,0.4214350590372389,en
KE,f121,0.42235004108463436,en
KE,e226,0.636437908496732,en
KE,f144_02,0.2731788079470199,en
KE,h011,0.5,en
KE,f122,0.31191088260497,en
KE,e233b,0.6091205211726385,en
KE,e026,0.1706700379266751,en
KE,d078,0.3229166666666667,en
KE,e069_07,0.3691437802907916,en
KE,c002_01,0.8013998250218722,en
KE,e069_17,0.510808646917534,en
KE,e265_02,0.43481848184818483,en
KE,e069_05,0.4382665576451349,en
KE,f028,0.8972929936305732,en
KE,e023,0.4900398406374502,en
KE,f114a,0.21601941747572817,en
KE,e069_08,0.4612903225806452,en
KE,e233,0.6200162733930024,en
KE,e025,0.2702702702702703,en
KE,f117,0.19561688311688308,en
KE,f132,0.2396088019559902,en
KE,b008,0.9982456140350877,en
KE,d026_03,0.8003646308113036,en
KE,e111_01,0.4145367412140575,en
KE,e069_20,0.6763485477178424,en
KE,e069_06,0.359775641025641,en
KE,f123,0.20280296784830998,en
KE,e290,0.17825020441537198,en
KE,f116,0.24857839155158412,en
KE,c039,0.905511811023622,en
KE,d061,0.22756410256410256,en
KE,e265_01,0.36038961038961037,en
KE,e069_13,0.5256305939788446,en
KE,f034,0.9965367965367965,en
KE,c001,0.7435897435897436,en
KE,e265_03,0.5455291222313372,en
KE,f025,0.9805914972273567,en
KE,d059,0.4239742558326629,en
KE,e265_08,0.6185064935064936,en
KE,f120,0.27369281045751637,en
KE,e116,0.3939144736842105,en
KE,c041,0.8146473779385172,en
KE,f115,0.24551386623164762,en
KE,c038,0.8536155202821869,en
KE,e015,0.4524752475247525,en
KE,e037,0.6385350318471338,en
KE,e264,0.8265387689848122,en
KE,e265_04,0.7857720291026677,en
KE,e115,0.6517857142857143,en
KE,e039,0.24660814046288904,en
KE,e035,0.6260938743038982,en
KE,e002,0.45564516129032256,en
KE,c002,0.8867376573088093,en
KE,e069_18a,0.6209476309226932,en
KE,d081,0.18038852913968548,en
KE,e225,0.3390105433901054,en
KE,e069_14,0.6208569118835894,en
KE,e265_07,0.7406807131280388,en
KE,f063,0.9166004765687054,en
KE,d060,0.18181818181818182,en
KE,e069_12,0.23433685923515052,en
KE,e233a,0.3914100486223663,en
KE,e265_06,0.3794788273615635,en
KE,e001,0.8143426294820717,en
KE,d026_05,0.9256637168141593,en
KE,e003,0.7308917197452229,en
KE,e236,0.520449077786688,en
KE,e263,0.8244213886671987,en
KE,e036,0.38027048528241847,en
KE,e027,0.3748271092669433,en
KE,f028b_wvs7,0.960127591706539,en
KE,e224,0.37975708502024297,en
KE,h009,0.5876120619396903,en
KE,e069_11,0.4557877813504823,en
KE,e018,0.9370229007633588,en
KE,e229,0.6501623376623377,en
KE,h010,0.37079573420836753,en
KE,e069_02,0.588703261734288,en
KE,e033,0.4819587628865979,en
KE,f119,0.18719211822660098,en
KE,e028,0.20022883295194507,en
KE,d054,0.9483306836248012,en
KE,e235,0.8260175578611333,en
KE,e069_04,0.6266025641025641,en
NL,e114,0.340979381443299,nl
NL,e228,0.14592998734711093,nl
NL,e069_01,0.23493683187560738,nl
NL,e117,0.9587628865979382,nl
NL,f118,0.8980952380952381,nl
NL,d001_b,0.9762765476728423,nl
NL,e004,0.493491124260355,nl
NL,e265_05,0.7392301809839409,nl
NL,e179_wvs7,0.1050767414403778,nl
NL,e227,0.7855695176327523,nl
NL,c001_01,0.046547314578005115,nl
NL,f121,0.834429309534993,nl
NL,e226,0.9229200652528549,nl
NL,f144_02,0.23754427390791022,nl
NL,h011,0.3162779628748215,nl
NL,f122,0.8031626150578239,nl
NL,e233b,0.275092936802974,nl
NL,e026,0.2646454265159301,nl
NL,d078,0.08943089430894309,nl
NL,e069_07,0.3851816670624555,nl
NL,c002_01,0.4640168623908461,nl
NL,e069_17,0.6381086142322098,nl
NL,e265_02,0.16955741626794257,nl
NL,e069_05,0.4551329853343276,nl
NL,f028,0.23082255083179298,nl
NL,e023,0.6060122978820315,nl
NL,e181_evs5,0.0,nl
NL,f114a,0.029466357308584712,nl
NL,e069_08,0.3795898903195041,nl
NL,e233,0.9208316673330668,nl
NL,e025,0.8649262202043133,nl
NL,f117,0.026905829596412523,nl
NL,f132,0.5723825423324589,nl
NL,b008,0.9037490987743331,nl
NL,d026_03,0.03673163418290855,nl
NL,e111_01,0.646040777619725,nl
NL,e069_20,0.5023485784919653,nl
NL,e069_06,0.7288408463661453,nl
NL,f123,0.4534825870646766,nl
NL,e069_18,0.38127577007033714,nl
NL,e290,0.03470105509964827,nl
NL,f116,0.0539476730724705,nl
NL,c039,0.7683073229291717,nl
NL,d061,0.17569111263422435,nl
NL,e265_01,0.9448394214268203,nl
NL,e069_13,0.3403064947701289,nl
NL,f034,0.7565063961182179,nl
NL,f066_evs5,0.27741655830082357,nl
NL,c001,0.25889046941678523,nl
NL,e265_03,0.30403337969401945,nl
NL,f025,0.8845401174168297,nl
NL,d059,0.09666039510818439,nl
NL,e265_08,0.024557697385793505,nl
NL,f120,0.7601606805293006,nl
NL,e116,0.03226600985221675,nl
NL,c041,0.2747487054523302,nl
NL,f115,0.07761607761607758,nl
NL,c038,0.5095969289827256,nl
NL,e015,0.49665924276169265,nl
NL,e037,0.4976819656930923,nl
NL,e264,0.9187311877749479,nl
NL,e265_04,0.07920243699806148,nl
NL,e115,0.5194975137398586,nl
NL,e039,0.31739130434782614,nl
NL,e035,0.5136574074074074,nl
NL,e002,0.4299649824912456,nl
NL,c002,0.5924644367550942,nl
NL,e069_18a,0.38127577007033714,nl
NL,d081,0.8639841314820063,nl
NL,e225,0.07757885763000849,nl
NL,e069_14,0.5242836328314716,nl
NL,e265_07,0.088,nl
NL,f063,0.3367489520260829,nl
NL,d060,0.03615002259376412,nl
NL,e069_12,0.2087321970581368,nl
NL,e233a,0.43163097199341016,nl
NL,e265_06,0.7847508945774841,nl
NL,e001,0.47389162561576353,nl
NL,d026_05,0.21250818598559268,nl
NL,e003,0.4575208913649025,nl
NL,e236,0.8500241896468311,nl
NL,e263,0.8767981438515081,nl
NL,e036,0.4652139669204516,nl
NL,e027,0.3137254901960784,nl
NL,f028b_wvs7,0.26181818181818184,nl
NL,e224,0.621598995395563,nl
NL,h009,0.7423195999047392,nl
NL,e069_11,0.4096609382257315,nl
NL,e018,0.9033381712626996,nl
NL,e229,0.889025389025389,nl
NL,h010,0.30525814894123243,nl
NL,e069_02,0.6010834769761143,nl
NL,e033,0.5003819709702062,nl
NL,f119,0.5162533108596196,nl
NL,e028,0.10945072697899838,nl
NL,d054,0.5271550727987058,nl
NL,e235,0.9638267491670633,nl
NL,e069_04,0.3652556095304187,nl
NZ,e114,0.17091295116772823,en
NZ,e228,0.16148445336008022,en
NZ,e069_01,0.3821391484942887,en
NZ,e117,0.9372340425531915,en
NZ,f118,0.7023809523809523,en
NZ,d001_b,0.9844810863239574,en
NZ,e004,0.48364153627311524,en
NZ,e265_05,0.7417289220917823,en
NZ,e179_wvs7,0.009879253567508232,en
NZ,e227,0.6355421686746988,en
NZ,c001_01,0.06040268456375839,en
NZ,f121,0.7852822580645161,en
NZ,e226,0.9234592445328031,en
NZ,f144_02,0.3453237410071942,en
NZ,h011,0.3504854368932039,en
NZ,f122,0.7461459403905447,en
NZ,e233b,0.36873747494989983,en
NZ,e026,0.4266666666666667,en
NZ,d078,0.05968586387434555,en
NZ,e069_07,0.42518059855521156,en
NZ,c002_01,0.5969773299748111,en
NZ,e069_17,0.7148554336989033,en
NZ,e265_02,0.05504587155963303,en
NZ,e069_05,0.3295194508009153,en
NZ,f028,0.21650485436893205,en
NZ,e023,0.688953488372093,en
NZ,f114a,0.07170923379174854,en
NZ,e069_08,0.5435244161358811,en
NZ,e233,0.9284294234592445,en
NZ,e025,0.9636576787807737,en
NZ,f117,0.013631937682570539,en
NZ,f132,0.5258264462809917,en
NZ,b008,1.0,en
NZ,d026_03,0.06860158311345646,en
NZ,e111_01,0.5425219941348973,en
NZ,e069_20,0.5441340782122905,en
NZ,e069_06,0.8778103616813294,en
NZ,f123,0.20670995670995673,en
NZ,e290,0.04120603015075375,en
NZ,f116,0.04280155642023342,en
NZ,c039,0.6530898876404494,en
NZ,d061,0.17659574468085107,en
NZ,e265_01,0.9841938883034773,en
NZ,e069_13,0.42564655172413796,en
NZ,f034,0.7148846960167715,en
NZ,c001,0.30857142857142855,en
NZ,e265_03,0.4043062200956938,en
NZ,f025,0.2198019801980198,en
NZ,d059,0.06458333333333334,en
NZ,e265_08,0.017582417582417582,en
NZ,f120,0.6765005086469991,en
NZ,e116,0.024033437826541274,en
NZ,c041,0.2708333333333333,en
NZ,f115,0.07594936708860756,en
NZ,c038,0.5512465373961218,en
NZ,e015,0.6998284734133791,en
NZ,e037,0.46334012219959264,en
NZ,e264,0.9735034347399412,en
NZ,e265_04,0.1580246913580247,en
NZ,e115,0.4385775862068966,en
NZ,e039,0.12222222222222223,en
NZ,e035,0.6036772216547497,en
NZ,e002,0.3686567164179104,en
NZ,c002,0.6939970717423133,en
NZ,d081,0.7928057553956834,en
NZ,e225,0.07399999999999995,en
NZ,e069_14,0.6348373557187827,en
NZ,e265_07,0.21374045801526717,en
NZ,f063,0.371859296482412,en
NZ,d060,0.028254288597376387,en
NZ,e069_12,0.21627188465499486,en
NZ,e233a,0.247,en
NZ,e265_06,0.9571428571428572,en
NZ,e001,0.5857338820301783,en
NZ,d026_05,0.391705069124424,en
NZ,e003,0.6005326231691078,en
NZ,e236,0.8401191658391262,en
NZ,e263,0.9305689488910318,en
NZ,e036,0.2535059331175836,en
NZ,e027,0.474025974025974,en
NZ,f028b_wvs7,0.3439922480620155,en
NZ,e224,0.5852674066599395,en
NZ,h009,0.8095238095238095,en
NZ,e069_11,0.5392456676860347,en
NZ,e018,0.8316326530612245,en
NZ,e229,0.8144433299899699,en
NZ,h010,0.2880698351115422,en
NZ,e069_02,0.8575757575757575,en
NZ,e033,0.4702308626974484,en
NZ,f119,0.47307286166842666,en
NZ,e028,0.38434163701067614,en
NZ,d054,0.5957894736842105,en
NZ,e235,0.945759368836292,en
NZ,e069_04,0.279324055666004,en
PT,e114,0.559286463798531,pt
PT,e228,0.26944971537001894,pt
PT,e069_01,0.6458852867830424,pt
PT,e117,0.9636871508379888,pt
PT,f118,0.2987012987012987,pt
PT,d001_b,0.9661716171617162,pt
PT,e004,0.4495985727029438,pt
PT,e265_05,0.7924130663856691,pt
PT,e227,0.8361774744027304,pt
PT,c001_01,0.23366336633663368,pt
PT,f121,0.5254378648874062,pt
PT,e226,0.8328958880139983,pt
PT,f144_02,0.15489361702127658,pt
